EC number	SuperFamilyCount	ProteinCount	Entries
('2.7.7.40',)	1	47	"{""('SSF53448',)"": [""A0JPF9"", ""A4D126"", ""Q5RJG7"", ""E1BCH6"", ""Q28CZ7"", ""Q2G1C0"", ""Q2G2C4"", ""Q5S6T3"", ""B1IC62"", ""B2IQ63"", ""B5E508"", ""B8ZJT5"", ""C1C7P9"", ""C1CEM5"", ""C1CL05"", ""C1CR35"", ""P65176"", ""P65177"", ""Q04K52"", ""Q2FK15"", ""Q2YV73"", ""Q2YV76"", ""Q3K093"", ""Q4A0A8"", ""Q5HJC1"", ""Q5HJC5"", ""Q5HRJ7"", ""Q6GCL7"", ""Q6GCM3"", ""Q6GK57"", ""Q6GK63"", ""Q720Y7"", ""Q7A1W0"", ""Q7A7V0"", ""Q88W46"", ""Q8CQ77"", ""Q8DPI2"", ""Q8DYQ7"", ""Q8E4B4"", ""Q8NYI0"", ""Q8RKI9"", ""Q8Y832"", ""Q92CV0"", ""Q97QE5"", ""Q99WW8"", ""Q03A83"", ""Q87Q30""]}"
('2.7.7.43',)	1	3	"{""('SSF53448',)"": [""P0A0Z7"", ""P0A0Z8"", ""Q57140""]}"
('2.7.7.47',)	1	5	"{""('SSF81301',)"": [""Q8ZPX9"", ""P0AG05"", ""P14511"", ""P08881"", ""P0AG06""]}"
('2.7.7.53',)	1	2	"{""('SSF54197',)"": [""P9WMK9"", ""P9WMK8""]}"
('2.7.7.60',)	1	361	"{""('SSF53448',)"": [""P69834"", ""Q46893"", ""P9WKG9"", ""A5I7N1"", ""B0RU03"", ""P74323"", ""Q06755"", ""Q2J542"", ""Q4UTP4"", ""Q5N8G1"", ""Q7C093"", ""Q8F7A0"", ""Q8FEJ5"", ""Q8P9Z1"", ""Q8PLR8"", ""Q8X7Y4"", ""Q9L0Q8"", ""Q9X1B3"", ""A0K867"", ""A0KGH5"", ""A0LIS2"", ""A0PV29"", ""A0PXS4"", ""A0R8F7"", ""A1AEU1"", ""A1AX25"", ""A1K644"", ""A1KPR8"", ""A1KUV0"", ""A1S4D9"", ""A1V500"", ""A1WWZ0"", ""A2BPT7"", ""A2BVB5"", ""A2SBD6"", ""A3M5X8"", ""A3MKM4"", ""A3N0G2"", ""A3NAL9"", ""A3NWE0"", ""A3PBH7"", ""A3PJQ3"", ""A3QC79"", ""A4F6W3"", ""A4IJG4"", ""A4J0Y3"", ""A4JF20"", ""A4QH60"", ""A4SF04"", ""A4TPZ7"", ""A4WDV2"", ""A4WSL5"", ""A4XLJ3"", ""A4XWR9"", ""A5CW51"", ""A5D5L4"", ""A5FP88"", ""A5G938"", ""A5GMW9"", ""A5IMI1"", ""A5N4M5"", ""A5U8Q7"", ""A5UE59"", ""A5UHG1"", ""A5W827"", ""A6KXL8"", ""A6LPA6"", ""A6LPN9"", ""A6TD39"", ""A6TWL0"", ""A6V1F5"", ""A6VQY1"", ""A7FLX8"", ""A7FZ94"", ""A7GJ99"", ""A7GJZ7"", ""A7MJ57"", ""A7Z0L2"", ""A7ZQJ1"", ""A8A3M6"", ""A8ANW1"", ""A8F958"", ""A8FST0"", ""A8G3G9"", ""A8G9Z2"", ""A8H1S7"", ""A8MLB1"", ""A9AIT5"", ""A9BE76"", ""A9BHR2"", ""A9II44"", ""A9KSU6"", ""A9M0U7"", ""A9MF28"", ""A9N2D3"", ""A9R119"", ""A9VN98"", ""B0B835"", ""B0BCA0"", ""B0BP82"", ""B0C9F6"", ""B0JUF7"", ""B0KSC1"", ""B0TK06"", ""B0U660"", ""B0V5E6"", ""B0VQH8"", ""B1GYT4"", ""B1HNM7"", ""B1IGH9"", ""B1IUT2"", ""B1JB36"", ""B1JJF8"", ""B1KTA8"", ""B1LBT2"", ""B1LQ67"", ""B1WSY4"", ""B1XCS3"", ""B2FK90"", ""B2HJ23"", ""B2I2A2"", ""B2I939"", ""B2J1D2"", ""B2JGK2"", ""B2K577"", ""B2RJ15"", ""B2SUA8"", ""B2T3X2"", ""B2TIF4"", ""B2TZI4"", ""B3DTQ9"", ""B3EQ34"", ""B3H1E1"", ""B3QP85"", ""B3QXK8"", ""B4EC23"", ""B4RL14"", ""B4RZG5"", ""B4S8U7"", ""B4SAG7"", ""B4SR88"", ""B4T457"", ""B4TFW7"", ""B4TTW1"", ""B5BEY4"", ""B5EMB5"", ""B5F411"", ""B5FAF7"", ""B5FTS5"", ""B5QW18"", ""B5RDQ3"", ""B5XV34"", ""B5YF77"", ""B5Z3A9"", ""B6EKL6"", ""B6I6D7"", ""B6YQA2"", ""B7GMX1"", ""B7IF61"", ""B7J4C0"", ""B7LEG5"", ""B7LWK8"", ""B7LXF9"", ""B7MKM1"", ""B7MYQ2"", ""B7N6X7"", ""B7NT91"", ""B7UHG6"", ""B7VK66"", ""B8CJP8"", ""B8ZUA7"", ""B9DY87"", ""B9K8U1"", ""B9KSH8"", ""B9MJW2"", ""C0PXA7"", ""C0ZPR7"", ""C1AI41"", ""C1BAC2"", ""C1D558"", ""C1F763"", ""C1FMX6"", ""C3K6H8"", ""C3KVS6"", ""C4LBQ9"", ""C4Z312"", ""C4ZZQ1"", ""C6DDG2"", ""O05029"", ""O67343"", ""O84468"", ""P57495"", ""P57707"", ""P57953"", ""P9WKG8"", ""Q027G1"", ""Q02RA5"", ""Q04VR0"", ""Q04XR1"", ""Q086A8"", ""Q0AFW3"", ""Q0BED6"", ""Q0I880"", ""Q0S890"", ""Q0SQB9"", ""Q0T1H8"", ""Q0TEB1"", ""Q0TMM2"", ""Q118M1"", ""Q12PZ2"", ""Q13Z31"", ""Q15P31"", ""Q165P6"", ""Q18CD1"", ""Q1AU08"", ""Q1BHA5"", ""Q1CLR6"", ""Q1I648"", ""Q1J200"", ""Q1LTP8"", ""Q1Q9K8"", ""Q1QU73"", ""Q1R7U4"", ""Q253C1"", ""Q2GEM3"", ""Q2JUE5"", ""Q2LUS9"", ""Q2NVM4"", ""Q2P1L0"", ""Q2RFM0"", ""Q2S210"", ""Q2SKW7"", ""Q2SWT6"", ""Q2Y751"", ""Q31C80"", ""Q31QF6"", ""Q31XA9"", ""Q32CI3"", ""Q39FB8"", ""Q39ZL5"", ""Q3A8C6"", ""Q3A9N7"", ""Q3ALY8"", ""Q3AS33"", ""Q3AWK9"", ""Q3B3A7"", ""Q3BUS8"", ""Q3IDQ6"", ""Q3J2K9"", ""Q3JCS9"", ""Q3JR99"", ""Q3KH90"", ""Q3KLN6"", ""Q3MAF5"", ""Q3SK38"", ""Q3YYB5"", ""Q3ZAD7"", ""Q3ZWE1"", ""Q46GW4"", ""Q472F2"", ""Q47EL2"", ""Q47LV0"", ""Q487E9"", ""Q48F81"", ""Q494E8"", ""Q4FR76"", ""Q4JXJ7"", ""Q4KHF4"", ""Q4QMP4"", ""Q4ZWQ6"", ""Q57KJ4"", ""Q5E328"", ""Q5F829"", ""Q5GYK6"", ""Q5L433"", ""Q5L6V2"", ""Q5L917"", ""Q5N3T2"", ""Q5NYJ9"", ""Q5PEG1"", ""Q5QUC3"", ""Q5SLX2"", ""Q5WLT7"", ""Q5Z2R3"", ""Q604M2"", ""Q62JI5"", ""Q63HB4"", ""Q63T70"", ""Q64P77"", ""Q65PD2"", ""Q65Q78"", ""Q66EC3"", ""Q67JP5"", ""Q6AAV8"", ""Q6D1B3"", ""Q6FAU1"", ""Q6HPT2"", ""Q6LMT3"", ""Q6MEE8"", ""Q6NFC1"", ""Q724H7"", ""Q72GN3"", ""Q72P59"", ""Q73FC1"", ""Q743W5"", ""Q746Z9"", ""Q7MHQ4"", ""Q7MUQ9"", ""Q7N8K7"", ""Q7NGU6"", ""Q7NYL6"", ""Q7TW54"", ""Q7U559"", ""Q7UM15"", ""Q7V2M1"", ""Q7V647"", ""Q7VDC7"", ""Q7VLT5"", ""Q7VZN2"", ""Q7W5C9"", ""Q7WCW3"", ""Q81J63"", ""Q81VV5"", ""Q824I4"", ""Q82GC8"", ""Q82UR9"", ""Q87DY4"", ""Q87LQ2"", ""Q886M1"", ""Q88MF7"", ""Q890M1"", ""Q8A0U8"", ""Q8D223"", ""Q8DC60"", ""Q8DL91"", ""Q8EBR2"", ""Q8FMI3"", ""Q8G7E2"", ""Q8K9D6"", ""Q8KCU3"", ""Q8NMB8"", ""Q8R6H2"", ""Q8R7S6"", ""Q8XHQ3"", ""Q8XYW3"", ""Q8YAB5"", ""Q8YLX9"", ""Q8Z471"", ""Q8ZBP6"", ""Q8ZMF6"", ""Q92F40"", ""Q97EC9"", ""Q9CCW6"", ""Q9JTM3"", ""Q9JYM4"", ""Q9KGF8"", ""Q9KUJ2"", ""Q9PDT6"", ""Q9PJT1"", ""Q9RR90"", ""Q9Z7X5""]}"
('2.7.7.62',)	1	1	"{""('SSF53448',)"": [""Q58517""]}"
('2.7.7.64',)	1	6	"{""('SSF53448',)"": [""Q5W915"", ""Q9C5I1"", ""Q09WE7"", ""Q0GZS3"", ""Q5Z8Y4"", ""A2YGP6""]}"
('2.7.7.68',)	1	43	"{""('SSF53448',)"": [""Q58297"", ""A0B5I5"", ""A2ST69"", ""A3CWL3"", ""A4G074"", ""A5UJW5"", ""A6URA0"", ""A6UUS0"", ""A6VIA6"", ""A7IAF1"", ""A9A8H9"", ""B0R6P7"", ""B8GKC0"", ""B9LQ33"", ""C7NN78"", ""C7P363"", ""C7P592"", ""C9REF5"", ""D1Z1G0"", ""D2RFQ5"", ""D2RWE9"", ""D3E2P3"", ""D3RZQ1"", ""D3S534"", ""D3SYZ8"", ""D4GVD5"", ""D5E7G9"", ""D5VSX2"", ""O26710"", ""O28218"", ""Q0W6V1"", ""Q12WF3"", ""Q18FK8"", ""Q2FQJ1"", ""Q2NFK9"", ""Q3IRF2"", ""Q466A1"", ""Q5UXM7"", ""Q6M101"", ""Q8PU52"", ""Q8TQQ2"", ""Q8TXS3"", ""Q9HNV0""]}"
('2.7.7.70',)	1	1	"{""('SSF52374',)"": [""Q7WF17""]}"
('2.7.7.71',)	1	2	"{""('SSF53448',)"": [""Q0P8J1"", ""Q9AGY6""]}"
('2.7.7.72',)	1	1	"{""('SSF81301',)"": [""Q47907""]}"
('2.7.7.73',)	1	2	"{""('SSF69572',)"": [""P30138"", ""O31619""]}"
('2.7.7.75',)	1	8	"{""('SSF53218',)"": [""P0AF03"", ""Q8U3T3"", ""P0AF04"", ""P0AF05"", ""P44645"", ""P56421"", ""Q57631"", ""Q9ZL45""]}"
('2.7.7.76',)	1	1	"{""('SSF53448',)"": [""Q46810""]}"
('2.7.7.77',)	1	210	"{""('SSF53448',)"": [""P32173"", ""A0K5T4"", ""A0L2M8"", ""A0PU27"", ""A0QDF8"", ""A0RJZ5"", ""A1KLE9"", ""A1KU57"", ""A1RE29"", ""A1S1S7"", ""A1TC40"", ""A1W0W6"", ""A1W6R1"", ""A2SIT7"", ""A3CYQ1"", ""A3M684"", ""A3PMC8"", ""A3QJA4"", ""A4JCN6"", ""A4SVU3"", ""A4TSH1"", ""A4XT41"", ""A4YCA5"", ""A4Z027"", ""A5D369"", ""A5FAX4"", ""A5FZ90"", ""A5IV51"", ""A5U5E9"", ""A5VQC8"", ""A5W2U1"", ""A6QJA9"", ""A6U3Z3"", ""A6V365"", ""A6WUE5"", ""A7FCP0"", ""A7GU36"", ""A7H239"", ""A7N0T3"", ""A7X5J2"", ""A7Z439"", ""A8FCN9"", ""A8FN28"", ""A8FPG1"", ""A8GLJ4"", ""A8HA20"", ""A8Z367"", ""A9A059"", ""A9IFD9"", ""A9KW43"", ""A9QYH5"", ""A9VLC2"", ""B0CLS9"", ""B0KQW4"", ""B0TN10"", ""B0UVP3"", ""B1JR17"", ""B1JY88"", ""B1KL44"", ""B1Y5U2"", ""B1YVJ8"", ""B1ZVU0"", ""B2A242"", ""B2HNF8"", ""B2I3G6"", ""B2JYK0"", ""B2S5I0"", ""B2U956"", ""B3R5L0"", ""B4U6K0"", ""B5FEE3"", ""B5Z7D2"", ""B5ZS84"", ""B6EKR0"", ""B6JM02"", ""B7H9C3"", ""B7HSV1"", ""B7IL24"", ""B7JT28"", ""B7UXN9"", ""B7VNT9"", ""B8CVC1"", ""B8EDQ5"", ""B8G8K0"", ""B9J1G5"", ""B9JFZ4"", ""B9MA54"", ""C0RIT3"", ""C1AES0"", ""C1EW31"", ""C3K7L4"", ""C3LAZ5"", ""C3MDF9"", ""C3PCC0"", ""C5A3C9"", ""C5D754"", ""C6A2P7"", ""I3R636"", ""O06866"", ""O26246"", ""O31701"", ""O58708"", ""O67413"", ""O68799"", ""P44899"", ""P56415"", ""P57971"", ""P58221"", ""P58747"", ""P65403"", ""P65404"", ""P65405"", ""P95645"", ""P9WJQ8"", ""P9WJQ9"", ""Q02PJ4"", ""Q07W69"", ""Q0BH30"", ""Q0HDC7"", ""Q0HPK8"", ""Q0I1I3"", ""Q0K8K6"", ""Q0SS30"", ""Q0TPG4"", ""Q11FK9"", ""Q133M2"", ""Q1BXW6"", ""Q1C231"", ""Q1CN57"", ""Q1CTA1"", ""Q1I9D2"", ""Q1LKK7"", ""Q1MFQ6"", ""Q1QIS8"", ""Q21YF3"", ""Q2FEM3"", ""Q2FVY4"", ""Q2IYY0"", ""Q2YNR6"", ""Q2YYS7"", ""Q30NY8"", ""Q39I98"", ""Q3A3H7"", ""Q3ADR7"", ""Q3BTU8"", ""Q3IRT2"", ""Q3IZX0"", ""Q3K955"", ""Q3MFS2"", ""Q46YZ3"", ""Q48JU8"", ""Q49ZI7"", ""Q4L8D3"", ""Q4QM57"", ""Q4ZUJ4"", ""Q57DG4"", ""Q59057"", ""Q5E4Z6"", ""Q5HDT8"", ""Q5HLY0"", ""Q5HT61"", ""Q5JIH9"", ""Q5N568"", ""Q632S8"", ""Q65K78"", ""Q65QU6"", ""Q6G753"", ""Q6GEG5"", ""Q6HCB8"", ""Q6LQY0"", ""Q72YW2"", ""Q73XN4"", ""Q7MKR2"", ""Q7UYZ6"", ""Q7VY88"", ""Q816R1"", ""Q81KI4"", ""Q87PK5"", ""Q883K6"", ""Q88HA3"", ""Q8CNE5"", ""Q8D9M4"", ""Q8E8E3"", ""Q8FBH7"", ""Q8G0X5"", ""Q8NVA4"", ""Q8PTC3"", ""Q8TPD6"", ""Q8U354"", ""Q8UEQ7"", ""Q8Y0K5"", ""Q8YGY5"", ""Q8YY90"", ""Q8Z2R9"", ""Q8ZJS4"", ""Q8ZKU9"", ""Q92PB2"", ""Q93SF3"", ""Q98MK2"", ""Q9JUA5"", ""Q9K8I9"", ""Q9KRV8"", ""Q9PMU9"", ""Q9RWM1"", ""Q9V0D0"", ""Q9WWW0"", ""Q9WX94"", ""Q9X7K0"", ""Q9ZIM7"", ""Q9ZL74""]}"
('2.7.7.80',)	1	7	"{""('SSF69572',)"": [""P12282"", ""O31702"", ""P45211"", ""P51335"", ""Q1XDF1"", ""Q56067"", ""Q6B908""]}"
('2.7.7.81',)	1	2	"{""('SSF53448',)"": [""Q0P8U6"", ""Q2M5Q2""]}"
('2.7.7.82',)	1	2	"{""('SSF53448',)"": [""Q0P8S7"", ""Q5ZXI0""]}"
('2.7.7.85',)	1	9	"{""('SSF143597',)"": [""D5TM67"", ""O31854"", ""Q45589"", ""A0A0H3GM48"", ""Q8Y5E4"", ""D4GZM5"", ""P47351"", ""P75528"", ""Q8RGW9""]}"
('2.7.7.87',)	1	167	"{""('SSF55821',)"": [""P32579"", ""P45748"", ""Q3U5F4"", ""Q86U90"", ""Q970S6"", ""O94530"", ""P39153"", ""Q499R4"", ""A0KEX6"", ""A0KR66"", ""A1AGH4"", ""A1IP83"", ""A1JRY6"", ""A1KWL6"", ""A1RDY7"", ""A1S1K5"", ""A1SR31"", ""A1TWN4"", ""A1WZH9"", ""A3CYL0"", ""A3M154"", ""A3N1E4"", ""A3QJE8"", ""A4ST51"", ""A4TH27"", ""A4VFI1"", ""A4WF91"", ""A4XNB6"", ""A4Y1D2"", ""A5EW39"", ""A5F4C5"", ""A5UE77"", ""A5UHE9"", ""A5VWK1"", ""A6TET6"", ""A6UX84"", ""A6VL69"", ""A6VT87"", ""A6WHB6"", ""A7FNJ8"", ""A7MPF3"", ""A7N129"", ""A7ZSH1"", ""A8A587"", ""A8AQH7"", ""A8FP81"", ""A8GKG1"", ""A8GYH9"", ""A9KH21"", ""A9KUA7"", ""A9M4K6"", ""A9MN84"", ""A9N8A7"", ""A9N9G8"", ""A9R933"", ""B0BQ80"", ""B0KF32"", ""B0RWR5"", ""B0TLD6"", ""B0U4N0"", ""B0UWV9"", ""B0VCB7"", ""B0VNL3"", ""B1IQ17"", ""B1J499"", ""B1JJI2"", ""B1KCX0"", ""B1LGN9"", ""B1X6D5"", ""B2FIS1"", ""B2I111"", ""B2I8S9"", ""B2K500"", ""B2SL46"", ""B2U2Q0"", ""B3GY27"", ""B3PGZ1"", ""C1D9T5"", ""D4G8K6"", ""D5V9A9"", ""P44807"", ""P45831"", ""P57561"", ""P9WGC8"", ""P9WGC9"", ""Q02V59"", ""Q08A23"", ""Q0A5B4"", ""Q0HPA1"", ""Q0I0R7"", ""Q0I1B6"", ""Q0T019"", ""Q0TCH9"", ""Q0VC80"", ""Q0VTD8"", ""Q12TA0"", ""Q15ZX7"", ""Q1C2Y3"", ""Q1CCY0"", ""Q1H4G9"", ""Q1I2G9"", ""Q1LT55"", ""Q1Q7W4"", ""Q1QTJ8"", ""Q1R650"", ""Q21PU1"", ""Q2NQQ7"", ""Q2P833"", ""Q2SQW8"", ""Q31JQ7"", ""Q31VZ4"", ""Q32B67"", ""Q3BNJ9"", ""Q3IDH7"", ""Q3J7C4"", ""Q3KKE2"", ""Q3SG43"", ""Q3YWX6"", ""Q48AU1"", ""Q48QH8"", ""Q493I0"", ""Q4FPS7"", ""Q4KKQ6"", ""Q4QMR0"", ""Q4UQ07"", ""Q500S6"", ""Q57J68"", ""Q5E1R5"", ""Q5F5I5"", ""Q5H5D8"", ""Q5PIS8"", ""Q5QXJ5"", ""Q60369"", ""Q603G8"", ""Q65WC1"", ""Q664V8"", ""Q6FFH9"", ""Q6LLJ9"", ""Q74XX5"", ""Q7MGL3"", ""Q7MYI5"", ""Q7P0L7"", ""Q7VNS3"", ""Q7VQB9"", ""Q83AA2"", ""Q83JD1"", ""Q87AQ5"", ""Q87KE2"", ""Q88B46"", ""Q88RQ9"", ""Q89A89"", ""Q8D257"", ""Q8DDD6"", ""Q8EKQ3"", ""Q8FD17"", ""Q8K977"", ""Q8P4F2"", ""Q8PG13"", ""Q8X8F8"", ""Q8Z1W6"", ""Q8ZLN0"", ""Q9CLG4"", ""Q9I7A5"", ""Q9JXA4"", ""Q9KVT5"", ""Q9PEV9"", ""Q9UYB2""]}"
('2.7.7.9',)	1	72	"{""('SSF53448',)"": [""P0AEP3"", ""P19595"", ""P32861"", ""P57751"", ""Q05852"", ""Q16851"", ""Q54YZ0"", ""Q59KI0"", ""Q91ZJ5"", ""Q9M9P3"", ""F4IY62"", ""O31822"", ""O35156"", ""P08800"", ""P74285"", ""P78811"", ""Q07130"", ""D4GYH1"", ""O59819"", ""P0A2K7"", ""P0A2K8"", ""P0AAB6"", ""P0AAB7"", ""P0AEP4"", ""P0AEP5"", ""P0AEP6"", ""P79303"", ""Q2FE05"", ""Q2G1T6"", ""Q48447"", ""Q8SSC5"", ""O64459"", ""P0C0I8"", ""P0C0I9"", ""P0DG70"", ""P0DG71"", ""P0DG72"", ""P0DG73"", ""P27897"", ""P33696"", ""P37776"", ""P38709"", ""P42407"", ""P44878"", ""P47691"", ""P58313"", ""P67068"", ""P67070"", ""P75124"", ""Q2YW63"", ""Q43772"", ""Q49VP4"", ""Q4A122"", ""Q4L8Y7"", ""Q54800"", ""Q58730"", ""Q59633"", ""Q5HD54"", ""Q5HLD1"", ""Q5X9A7"", ""Q5XE04"", ""Q6G6H5"", ""Q6GDU6"", ""Q7A3J9"", ""Q8CR67"", ""Q8NKW9"", ""Q8NUU9"", ""Q99RD4"", ""Q9F664"", ""Q9I291"", ""Q9LKG7"", ""Q9SDX3""]}"
('2.7.7.90',)	1	19	"{""('SSF53448',)"": [""Q8EEA9"", ""A0KWG8"", ""A1RJ74"", ""A1S639"", ""A3D555"", ""A3QE24"", ""A4Y7B5"", ""A6WNW2"", ""A8FW10"", ""A8H420"", ""A9L3N6"", ""B0TVJ0"", ""B1KDR7"", ""B8CMP6"", ""B8E9F5"", ""Q083F6"", ""Q0HJ42"", ""Q0HUU0"", ""Q12MB0""]}"
('2.7.7.91',)	1	2	"{""('SSF53448',)"": [""H2K888"", ""Q15JG4""]}"
('2.7.7.93',)	1	1	"{""('SSF52374',)"": [""Q5IW36""]}"
('2.7.7.97',)	1	1	"{""('SSF56801',)"": [""P80435""]}"
('2.7.7.99',)	1	4	"{""('SSF53448',)"": [""Q88QT2"", ""Q9I5U0"", ""Q9A2M1"", ""Q9JXY0""]}"
('2.7.8.12',)	1	2	"{""('SSF53756',)"": [""P13485"", ""Q8RKI5""]}"
('2.7.8.14',)	1	2	"{""('SSF53756',)"": [""Q2G1B8"", ""Q2G1C2""]}"
('2.7.8.17',)	1	3	"{""('SSF90193',)"": [""Q3T906"", ""Q5RGJ8"", ""Q69ZN6""]}"
('2.7.8.20',)	1	37	"{""('SSF53649',)"": [""P39401"", ""Q83IH7"", ""Q8PDD7"", ""Q8PQA7"", ""Q8XB59"", ""Q8ZJX6"", ""A7ZVP9"", ""A8A888"", ""A8AM07"", ""A9MRX7"", ""A9N7A9"", ""B0RMT0"", ""B1IS59"", ""B1LEG3"", ""B2TZP2"", ""B4T4E6"", ""B4TGX6"", ""B4TU18"", ""B5F500"", ""B5FTA1"", ""B5Z4P2"", ""B6I2P2"", ""B7LE10"", ""B7LMY4"", ""B7LXS2"", ""B7MNB1"", ""B7N380"", ""B7NH28"", ""B7NVC9"", ""B7UQY8"", ""C4ZT42"", ""Q0T8V3"", ""Q1R2E6"", ""Q3BYI6"", ""Q57G63"", ""Q8FA73"", ""Q8Z0W2""]}"
('2.7.8.23',)	1	2	"{""('SSF51621',)"": [""P11435"", ""O49290""]}"
('2.7.8.27',)	1	5	"{""('SSF47769',)"": [""A0AAS4"", ""Q7TSX5"", ""Q86VZ5"", ""Q8VCQ6"", ""Q7T3T4""]}"
('2.7.8.28',)	1	42	"{""('SSF142338',)"": [""Q58653"", ""B2HEN2"", ""P9WP81"", ""Q47LX2"", ""Q5YQR9"", ""Q73UJ4"", ""Q75UN1"", ""Q7TWV4"", ""Q8PVT6"", ""Q8TST1"", ""Q9CCK1"", ""Q9KZK9"", ""A0PRG8"", ""A0QKC7"", ""A0QTG2"", ""A1KNR3"", ""A1UCJ5"", ""A2SPS3"", ""A3PW85"", ""A4FZ98"", ""A5U7T5"", ""A6US17"", ""A6VJ39"", ""A7I4I0"", ""A9A6P5"", ""B0R5L0"", ""B1VUV4"", ""B8GF42"", ""C1AH35"", ""O27097"", ""O29345"", ""P9WP80"", ""Q12W53"", ""Q1BCE8"", ""Q2FRU9"", ""Q3IRY6"", ""Q46C16"", ""Q5V5R9"", ""Q6M067"", ""Q82DE2"", ""Q8TVA3"", ""Q9HPX4""]}"
('2.7.8.29',)	1	1	"{""('SSF54001',)"": [""Q5ZM65""]}"
('2.7.8.42',)	1	2	"{""('SSF53649',)"": [""P37661"", ""P43666""]}"
('2.7.8.43',)	1	2	"{""('SSF53649',)"": [""A0A0R6L508"", ""A0A1C3NEV1""]}"
('2.7.8.44',)	1	3	"{""('SSF53756',)"": [""P27621"", ""Q2G2X4"", ""Q8RKI8""]}"
('2.7.8.45',)	1	1	"{""('SSF53756',)"": [""Q2G1C1""]}"
('2.7.8.46',)	1	1	"{""('SSF53756',)"": [""Q8RKJ1""]}"
('2.7.8.47',)	1	1	"{""('SSF53756',)"": [""Q8RKJ2""]}"
('2.7.8.5',)	1	10	"{""('SSF56024',)"": [""Q32NB8"", ""Q9Z2Z7"", ""P25578"", ""Q8BHF7"", ""Q9HDW1"", ""P79001"", ""Q2KJ28"", ""Q5R8K7"", ""Q5ZHN9"", ""Q7KWX2""]}"
